word,english,frequency
jasså,yes,1489
graven,the grave,1488
mick,mick,1487
djungeln,the jungle,1486
återkommer,will return,1486
gräver,digging,1486
vettigt,makes sense,1486
sikte,sight,1485
rep,Rope,1485
skratt,laugh,1485
samt,and,1485
vinst,profit,1484
kampen,the struggle,1483
harris,harris,1483
leverera,deliver,1482
victoria,victoria,1482
augusti,August,1482
täcka,cover,1482
antalet,the number,1481
heroin,heroin,1481
döttrar,daughters,1480
arresterad,arrested,1480
bota,cure,1480
ljug,lie,1480
snö,snow,1479
shane,Shane,1479
wyatt,wyatt,1479
kurt,kurt,1478
uppåt,up,1478
verket,the work,1477
hjärtattack,heart attack,1477
ropa,call,1476
väger,weighs,1476
daisy,daisies,1475
sortens,sort of,1474
vänja,get used to,1474
vetenskap,science,1473
akt,act,1473
p,p,1472
städar,cleaning,1472
ledaren,the leader,1472
förvandlas,turn,1471
caesar,Caesar,1471
positivt,positively,1471
guldet,the gold,1470
monroe,monroe,1470
råder,prevails,1470
centrum,center,1470
dejta,dating,1469
nakna,naked,1469
ersätta,replace,1468
korv,sausage,1467
klienter,clients,1467
utväg,way out,1466
slampa,slut,1465
trycket,the pressure,1465
j,j,1465
sexuellt,sexually,1464
amerikanerna,the Americans,1464
bakgrund,background,1464
informera,inform,1464
avslöjade,revealed,1463
jonas,Jonas,1463
trädgård,garden,1462
keith,keith,1461
befälet,the commander,1461
terrorister,terrorists,1461
likadan,similar,1461
yrke,profession,1460
numera,nowadays,1459
leslie,Leslie,1459
avdelningen,the department,1459
fastnat,stuck,1458
överge,abandon,1457
stenar,stones,1457
gyllene,golden,1457
öppnat,opened,1457
främst,mainly,1457
graham,graham,1456
benjamin,benjamin,1456
somnade,fell asleep,1456
skita,Shit,1455
applåd,applause,1455
hotel,hotel,1454
frus,frozen,1454
fingret,the finger,1454
snutar,cops,1454
fyllde,filled,1453
frågorna,the questions,1453
kosta,cost,1452
richie,Richie,1452
därefter,then,1451
förhållanden,conditions,1451
heather,heather,1451
kanal,channel,1450
otto,Otto,1449
består,consists of,1449
riddare,knight,1449
själen,the soul,1448
lösningen,the solution,1448
anställd,employee,1447
x,x,1447
crane,crane,1447
stuckit,stung,1447
koma,coma,1446
blue,blue,1446
råna,rob,1444
orsakat,caused,1444
ellie,Ellie,1444
envis,stubborn,1443
ägare,owner,1443
dumpade,dumped,1443
kysser,kissing,1442
dubbla,double,1442
offentligt,publicly,1442
greps,was arrested,1441
datum,date,1440
lake,Lake,1440
topp,top,1440
gula,yellow,1440
språket,the language,1439
lance,lance,1438
berömda,famous,1438
händelse,event,1438
kreditkort,credit card,1438
firman,the company,1438
avslutat,finished,1438
uttalande,statement,1438
rymt,room,1437
finaste,finest,1437
varg,wolf,1437
brooklyn,brooklyn,1437
saga,fairy tale,1436
undantag,exception,1436
stanley,stanley,1436
lnget,Nothing,1435
militära,military,1435
sexuella,sexual,1435
go,good,1434
efternamn,surname,1434
dugg,dew,1434
ledningen,management,1433
skalle,skull,1432
sport,sports,1432
råtta,Rat,1432
regnet,the rain,1432
våldsam,violent,1431
fysiskt,physically,1431
respektera,respect,1431
rapporterar,reports,1431
himmel,sky,1429
allmänheten,the public,1429
telefonnummer,phone number,1429
orm,snake,1427
såret,the wound,1427
monstret,the monster,1426
lunchen,the lunch,1426
ctu,ctu,1426
funnit,found,1426
försvunna,disappeared,1425
kvinnliga,female,1425
hector,hector,1425
bägge,two,1425
girl,girl,1425
trötta,weary,1425
elev,pupil,1424
seattle,seattle,1423
kopplar,connects,1423
pilot,Pilot,1423
samhälle,Society,1423
häromdagen,the other day,1422
sug,suction,1422
tillfälligt,temporarily,1421
passande,suitable,1420
åsikter,opinions,1420
döds,of death,1418
vänligt,kindly,1418
ärr,scar,1418
dusch,shower,1417
råttor,rats,1417
fabriken,the factory,1417
paj,pie,1417
östra,east,1416
vanessa,Vanessa,1416
oväntat,unexpectedly,1416
wallace,Wallace,1415
planera,plan,1415
recept,recipe,1414
samarbete,cooperation,1414
passion,passion,1414
no,no,1413
kallad,called,1413
berömd,famous,1413
kommande,coming,1412
lystring,luster,1409
yttre,outer,1408
lån,loan,1408
intryck,impression,1408
begår,commits,1407
onsdag,Wednesday,1407
otroliga,incredible,1407
kapabel,capable,1407
böckerna,the books,1406
erkände,admitted,1406
varsågoda,go ahead,1405
hacka,hack,1405
philip,philip,1403
inflytande,influence,1403
marco,marco,1403
nonsens,poppycock,1402
walt,walt,1401
lägre,lower,1401
nuvarande,current,1401
hyran,the rent,1400
tävling,contest,1400
besöker,visiting,1400
tornet,the tower,1400
krossar,crushes,1399
fartyget,the ship,1399
kursen,the course,1399
sången,the song,1399
framtida,future,1398
hal,slippery,1398
bomber,bombs,1398
filmar,films,1398
glor,glares,1397
jämfört,compared,1397
janet,Janet,1397
kris,crisis,1397
skicklig,skilled,1397
tidningar,newspapers,1396
logiskt,logically,1396
bas,base,1396
bekräftar,confirms,1396
hunter,hunter,1395
klagar,complains,1395
klaus,clause,1395
söder,south,1395
brist,lack,1394
barns,children's,1394
straffa,punish,1394
grejerna,the stuff,1394
nora,Nora,1393
paranoid,paranoid,1393
mynt,coin,1393
sända,send,1392
värmen,the heat,1391
intelligent,intelligent,1391
central,central,1390
kulorna,the balls,1390
lojal,loyal,1389
mäktig,powerful,1388
förneka,deny,1387
ordern,the order,1387
säkerhets,security,1386
lukta,smell,1386
carla,Carla,1386
fisken,the fish,1386
festa,party,1385
cody,cody,1385
privatliv,privacy,1385
anklagar,accuses,1384
katter,cats,1384
skälet,the reason,1384
mardrömmar,nightmares,1384
användes,was used,1384
populär,Popular,1384
månaderna,the months,1384
blommorna,the flowers,1383
upplevt,experienced,1382
rullar,rolls,1382
spårade,tracked,1381
siffrorna,the numbers,1381
kungens,the king's,1381
avenue,avenue,1380
explosionen,the explosion,1380
uttråkad,bored,1380
tävla,compete,1379
tuffa,tough,1378
merlin,Merlin,1378
helikoptern,the helicopter,1378
upptagna,busy,1376
ken,ken,1375
sabba,sabba,1375
vodka,vodka,1375
möjligen,possibly,1374
kara,Kara,1374
glaset,the glass,1374
västerut,west,1373
nicky,Nicky,1373
publik,audience,1372
nykter,sober,1372
mattan,the carpet,1372
sexigt,sexy,1372
denne,he,1372
party,party,1371
fruktan,fear,1370
gentleman,gentleman,1369
ga,go,1369
parti,party,1369
zach,zach,1369
times,times,1369
överlevt,survived,1368
lampan,the lamp,1368
zack,zack,1368
dubbel,double,1366
frukt,fruit,1366
lena,smooth,1366
kejsaren,the emperor,1365
pierce,pierce,1365
collins,collins,1364
santa,Santa,1364
hursomhelst,at any time,1364
sonny,sonny,1363
kallat,called,1363
coach,coach,1362
pablo,Pablo,1362
ras,race,1362
december,december,1360
senatorn,the senator,1359
griper,grabs,1359
ställning,position,1359
återigen,again,1359
träffad,hit,1359
dagbok,diary,1358
baker,baker,1357
beach,beach,1357
club,club,1357
tjänsten,the service,1356
avgörande,crucial,1356
tracy,tracy,1356
skurk,villain,1356
smäll,bang,1356
reklam,advertising,1355
bjudit,invited,1355
undviker,avoids,1354
sy,sew,1354
liket,the corpse,1353
talet,the speech,1353
knäcka,crack,1352
mejl,email,1352
fester,parties,1351
sociala,social,1351
låtar,songs,1351
steget,the step,1351
troligt,likely,1349
utomjordingar,aliens,1349
alec,Alec,1349
sorgen,the sadness,1349
plockade,picked,1349
förtjust,delighted,1349
duschen,the shower,1349
kontaktar,contacts,1348
grep,grabbed,1348
evan,Evan,1348
överraska,surprise,1347
upphör,ceases,1347
lagligt,legally,1346
skjortan,the shirt,1346
toby,toby,1346
upptäcker,discovers,1345
stöter,bumps,1345
utmaning,challenge,1345
rådgivare,advisor,1345
vrede,anger,1344
främsta,foremost,1344
prinsen,the prince,1343
skulder,liabilities,1343
rike,kingdom,1343
lane,lane,1342
spänd,tense,1342
bekvämt,conveniently,1342
dansen,the dance,1341
brann,burned,1341
förändringar,changes,1340
konstapeln,the constable,1340
tvättar,washes,1338
troy,Troy,1337
beslutat,decided,1336
locka,attract,1336
handling,action,1336
knäppa,snap,1334
um,um,1334
anropar,calling,1334
väder,weather,1333
nicole,Nicole,1333
lapp,patch,1333
livrädd,terrified,1332
österut,east,1332
rar,rar,1331
vågade,dared,1331
grannarna,the neighbors,1331
grinden,the gate,1330
slet,tore,1330
chockad,shocked,1330
utseende,appearance,1330
värme,HEAT,1329
veronica,veronica,1329
plugga,plug,1328
nöjda,satisfied,1328
generation,generation,1327
bränsle,fuel,1327
jax,jax,1327
förlorad,lost,1327
hållas,be held,1327
johan,John,1327
total,total,1326
tess,thess,1326
porr,porn,1325
smyga,sneak,1325
blake,Blake,1324
mäktiga,powerful,1324
fruar,wives,1324
gubbe,old man,1324
religion,religion,1324
mått,measure,1324
elaine,Elaine,1322
utomlands,abroad,1322
vingar,wings,1322
uttrycka,express,1322
spårar,tracks,1322
ryktet,the reputation,1321
processen,the process,1320
ändras,is changed,1320
profil,profile,1320
leken,the game,1320
varor,goods,1319
queen,queen,1319
fästmö,fiancee,1319
häftig,blustery,1318
spy,vomit,1317
maken,the husband,1316
bonnie,bonnie,1316
wells,wells,1315
leon,leon,1314
sömnen,the sleep,1314
watson,watson,1314
jill,jill,1314
rob,Rob,1313
branschen,the industry,1313
roligare,more fun,1313
kliva,step,1313
fallit,fallen,1312
insisterar,insists,1312
passerar,passes,1312
ruttna,addle,1311
afghanistan,Afghanistan,1310
behandlade,treated,1310
vagn,carriage,1309
miljontals,millions,1309
skyll,blame,1308
mästaren,the master,1308
unik,unique,1307
praktiskt,practically,1307
schack,chess,1307
seså,See you,1306
stuga,cottage,1306
mister,Mr,1306
vänligen,Please,1305
duncan,Duncan,1305
robot,robot,1305
strida,fight,1304
dottern,the daughter,1304
styrkan,the strength,1304
anlitade,employed,1303
oddsen,the odds,1303
stone,Stone,1303
bekämpa,combat,1302
dansade,danced,1301
nöjet,the pleasure,1301
horor,whores,1301
holmes,Holmes,1300
plåga,torment,1299
sand,sand,1299
skatten,the treasure,1299
status,status,1298
telefonsamtal,phone calls,1298
batman,batman,1298
reagerar,reacts,1298
lejon,lion,1298
dyra,expensive,1297
stadens,of the city,1297
täckt,covered,1297
anländer,arrives,1297
halloween,Halloween,1297
undersökning,investigation,1296
berättelsen,the story,1296
ashley,ashley,1295
fört,brought,1295
övergav,abandoned,1294
dumpa,dump,1294
övervåningen,upstairs,1293
dödlig,lethal,1293
australien,Australia,1292
vera,be,1291
utreder,investigating,1291
motsatsen,the opposite,1290
diego,Diego,1290
duke,tablecloth,1290
världskriget,world war,1289
fas,phase,1288
friheten,the freedom,1288
stånd,stand,1288
mikey,Mikey,1287
guy,guy,1287
slagen,beaten,1287
gräset,the grass,1287
botemedel,cure,1287
uppfann,invented,1284
kg,kg,1284
beställt,ordered,1284
andan,the spirit,1284
kultur,culture,1283
douglas,Douglas,1283
gjordes,was done,1282
lokal,local,1282
provar,trying,1282
damon,the lady,1281
befälhavare,commander,1281
benny,Benny,1280
hanterar,handles,1280
babyn,the baby,1279
dyr,expensive,1279
ström,Current,1278
bekräftat,confirmed,1278
grå,gray,1278
tröjan,the shirt,1278
gasen,the gas,1277
vietnam,Vietnam,1276
arrestera,arrest,1276
manus,script,1276
utsökt,delicious,1275
nja,Well,1275
nämner,mentions,1275
juice,juice,1275
jägare,hunter,1274
räckte,handed,1274
människans,man's,1274
larmet,the alarm,1273
halt,content,1273
fyllt,filled,1273
kaka,cake,1273
liam,Liam,1272
organisation,organization,1272
terrorist,terrorist,1272
axeln,the shoulder,1272
metoder,methods,1272
återvänt,returned,1270
snackade,chatted,1270
svika,disappoint,1270
anderson,anderson,1270
sid,page,1269
usch,Yuk,1269
förväg,in advance,1269
lila,purple,1268
förnekar,denies,1267
gina,gina,1267
bokat,booked,1266
fästman,fiance,1266
nämnt,mentioned,1266
personalen,the staff,1266
baserat,based,1265
fa,fa,1265
fält,field,1265
hemmet,the home,1265
heja,hey,1264
stulna,stolen,1264
japanska,Japanese,1263
kennedy,Kennedy,1263
begäran,request,1262
spåret,the track,1262
kors,cross,1262
varar,lasts,1261
repet,the rope,1261
natalie,Natalie,1261
testet,the test,1261
tönt,stupid,1260
prover,samples,1260
motståndare,opponents,1260
binda,bind,1260
passade,fit,1259
äga,own,1259
fastnade,got stuck,1259
teal,teal,1259
löste,solved,1259
jättefint,great,1259
gas,gas,1259
harper,harp,1258
joy,joy,1258
gudar,gods,1258
gästerna,the guests,1258
gjorda,made,1258
east,east,1257
avbryt,cancel,1256
joan,joan,1256
artikeln,the article,1256
passagerare,passenger,1255
sabbade,sabbatical,1255
hälsade,greeted,1255
turner,tournament,1255
försvarar,defends,1255
ämnet,the subject,1254
knäppt,crazy,1254
ursäkter,excuses,1253
flygande,flying,1252
manhattan,manhattan,1252
troligtvis,belike,1252
efterlyst,wanted,1252
landade,landed,1251
sjätte,sixth,1251
erkänn,admit,1251
förklarade,explained,1251
grävde,dug,1251
höjd,height,1250
willie,Willie,1250
utav,out of,1250
meg,me,1250
tester,tests,1248
byrån,the bureau,1248
stress,stress,1248
tillbringade,spent,1248
meddelar,notifies,1248
arnold,Arnold,1248
vänliga,friendly,1247
bell,bell,1247
utpressning,extortion,1247
allvarliga,serious,1246
magnus,magnus,1245
theo,theo,1245
användning,use,1245
omgång,round,1245
fattig,Poor,1244
flytande,liquid,1244
kuken,the cock,1243
gullet,the gold,1243
fångat,caught,1243
jackan,the jacket,1242
felix,Felix,1242
teater,theater,1242
stans,punch,1242
kungliga,royal,1241
försvaret,the defense,1241
färdas,travel,1240
grunden,the foundation,1240
brorson,nephew,1240
whoa,whoa,1239
christine,Christine,1239
rånade,robbed,1238
mexico,Mexico,1237
skaffade,acquired,1237
körd,driven,1237
kvällens,of the evening,1237
djupa,deep,1237
county,county,1236
änglar,angels,1236
partners,partners,1236
tjänat,earned,1235
caleb,caleb,1234
larm,alarm,1234
detektiv,detective,1234
avbryter,interrupts,1234
skift,Shift,1233
burke,jar,1232
lockar,attracts,1232
utkik,lookout,1231
leksaker,toys,1231
korkade,stupid,1230
luta,lean,1230
diskret,discreet,1230
reta,tease,1230
bin,bees,1229
lugnar,calms down,1229
samantha,samantha,1228
riva,tear,1228
ropade,shouted,1228
pat,pat,1228
tragedi,tragedy,1227
omständigheterna,the circumstances,1226
bebisen,the baby,1226
hav,sea,1226
feg,coward,1224
källor,sources,1223
missfoster,miscarriage,1223
arbetare,worker,1223
leve,live,1223
äldsta,eldest,1223
kämpat,struggled,1223
huden,the skin,1222
föreslog,suggested,1222
brottslingar,criminals,1222
live,live,1222
vardagsrummet,the living room,1222
smälta,melt,1220
butik,store,1219
ambulansen,the ambulance,1219
presenter,presents,1218
lawrence,Lawrence,1218
uppnå,achieve,1218
höja,raise,1218
lat,lazy,1217
hedra,honor,1217
kidnappade,kidnapped,1217
patty,patty,1215
slapp,relaxed,1215
gul,yellow,1215
släktingar,relatives,1215
hallen,the hall,1215
nämen,nope,1215
freddy,Freddy,1215
golf,golf,1214
nr,no,1214
rimligt,fair,1213
frukta,fear,1213
veckorna,the weeks,1213
skjutsa,give a ride,1212
nikki,Nikki,1212
kamerorna,the cameras,1212
chandler,chandler,1211
stjärnan,the star,1211
roa,entertain,1211
ondskan,the evil,1210
thompson,thompson,1210
döv,deaf,1210
tankarna,the thoughts,1209
klassen,the class,1209
franklin,franklin,1209
bön,prayer,1208
karaktär,character,1208
mördar,murderers,1208
north,north,1208
setts,seen,1208
organ,organ,1207
skärmen,screen,1207
group,group,1207
bla,among others,1206
utsikt,view,1206
flit,diligence,1206
klev,stepped,1205
släck,turn off,1204
loppet,the race,1204
ärliga,honest,1204
amiral,Admiral,1204
vaktar,guards,1204
bailey,bailey,1203
värdelösa,worthless,1203
fattas,is lacking,1203
seriemördare,serial killer,1202
explosion,explosion,1202
vision,vision,1202
invånare,residents,1202
kock,chef,1202
serie,series,1201
klandra,blame,1201
radera,delete,1201
stålar,steals,1200
anfaller,attacks,1199
lyser,lights up,1199
coola,cool,1199
intervjun,the interview,1199
skåp,cabinet,1199
brody,brody,1198
åtal,prosecution,1198
stake,stake,1198
förvånar,surprising,1198
korten,the cards,1198
fågeln,the bird,1198
pam,pam,1198
slott,castle,1197
knapp,button,1197
gåvor,gifts,1197
förmodar,suppose,1196
klandrar,blames,1196
varelsen,the creature,1196
odjuret,the beast,1195
teknologi,technology,1195
flytt,moved,1195
trollkarl,wizard,1194
eran,the era,1194
biter,bites,1193
lev,live,1193
inspektören,the inspector,1193
okända,unknown,1192
harrison,harrison,1192
våren,the spring,1192
högg,hit,1192
näst,second,1191
insats,stake,1191
morsan,the mother,1190
härmed,hereby,1190
osynlig,invisible,1190
antyder,implies,1190
bingo,bingo,1190
sände,sent,1190
befann,found,1189
dumheter,Nonsense,1188
studerar,studying,1188
diane,Diane,1188
madam,ma'am,1188
foster,fetal,1187
perry,Perry,1187
south,south,1187
förtjänat,deserved,1187
attackera,attack,1187
billig,cheap,1186
uppror,rebellion,1186
personlighet,personality,1186
skyller,blames,1185
svettas,sweat,1185
tom.,Empty.,1185
attityd,attitude,1185
svikit,let down,1185
grupper,groups,1182
hoppats,hoped,1182
bokstavligen,literally,1182
rosie,rosie,1182
sherlock,sherlock,1181
värdefull,valuable,1181
balen,the ball,1181
exploderar,explodes,1180
övning,exercise,1179
hyr,rent,1179
blomma,flower,1179
lagade,cooked,1179
anders,anders,1179
gwen,gwen,1179
morris,Morris,1179
donald,donald,1178
kontaktade,contacted,1178
world,world,1178
guvernör,governor,1178
duscha,shower,1178
dricks,tip,1178
vinet,the wine,1178
f.d.,ex,1177
småningom,gradually,1177
studenter,students,1177
skaffat,acquired,1176
växt,Plant,1176
houston,Houston,1175
bilolycka,car accident,1175
italienska,Italian,1174
deprimerad,depressed,1174
örat,the ear,1174
fett,fat,1173
allergisk,allergic,1172
fox,fox,1172
föds,is born,1172
fiska,fish,1171
effekt,effect,1171
kongressen,the congress,1171
chaufför,driver,1171
eli,eli,1171
ivan,Ivan,1171
knacka,tap,1170
blåste,blew,1169
peka,point,1169
bruten,broken,1169
januari,January,1169
hugga,chop,1169
märklig,strange,1169
rodney,rodney,1168
riket,the kingdom,1168
försäkrar,assures,1168
rejäl,substantial,1167
evans,Evans,1167
sugen,hungry,1166
friska,healthy,1166
särskild,special,1166
detalj,detail,1164
förhöra,catechize,1163
minus,minus,1163
bond,farmer,1163
rinner,flows,1162
lloyd,lloyd,1161
tatuering,tattoo,1161
kriminella,criminals,1160
a.,a.,1160
mänskligt,humanly,1160
oftare,more often,1160
förföljer,pursues,1160
kommunicera,communicate,1159
fans,fans,1159
motorvägen,the highway,1159
deal,deal,1159
angel,angel,1159
packar,packs,1159
